a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
B6 B0 22 F6 FF BC 5B 68 0258 1FE8 7.976562 7.976562 0.000000
14 E9 E8 74 C3 DF 0A E3 FC5A EC79 -4.881836 -4.881836 0.000000
09 E1 04 FA 58 30 88 1E 0732 01E6 0.474609 0.474609 0.000000
1C 19 0C 53 EA 90 28 84 FEFC CB50 -13.171875 -13.171875 0.000000
4C A1 71 6A BB BB D8 C0 F8F2 D1E9 -11.522461 -11.522461 0.000000
A5 6F 4E 81 C5 D9 B6 C5 0397 0E60 3.593750 3.593750 0.000000
0B AA DD 67 54 BF BE CF 01DD 109E 4.154297 4.154297 0.000000
75 4D 53 FB 98 15 7E 47 01C0 0000 0.000000 0.000000 0.000000
D7 58 8A 28 2A 31 09 E2 FDEC FF34 -0.199219 -0.199219 0.000000
57 23 F2 FA 6F EA 58 25 0528 2231 8.547852 8.547852 0.000000
59 FD 60 6C 41 09 5D 71 0221 6B2B 26.791992 26.791992 0.000000
82 C3 A4 21 83 9B AE 9F FFA5 6633 25.549805 25.549805 0.000000
AC E2 69 8C DD FC 74 F7 0178 4114 16.269531 16.269531 0.000000
5D FD DC C5 28 E6 00 4A FED3 FC9B -0.848633 -0.848633 0.000000
3A BE 78 63 E1 AA 07 65 02C1 3C3E 15.060547 15.060547 0.000000
FB 02 47 8F E9 75 63 1F 0269 118C 4.386719 4.386719 0.000000
A1 C7 44 CB 7A C1 CB B5 02FE E532 -6.701172 -6.701172 0.000000
F6 21 07 A8 E2 39 DC E0 FAAE 0D37 3.303711 3.303711 0.000000
EF DB 58 DF 70 CD 28 CD FA0C 0E4E 3.576172 3.576172 0.000000
5B 11 A7 4A 2D DF DA E2 F985 0BDD 2.965820 2.965820 0.000000
10 E0 93 A4 00 5D 67 07 0073 C674 -14.386719 -14.386719 0.000000
9D B0 8B 77 3F FF 91 D6 FB71 0299 0.649414 0.649414 0.000000
8F 6F 4E 55 C3 CF 9B 32 FE24 F5A6 -2.587891 -2.587891 0.000000
21 73 81 31 A6 D9 22 50 F964 DAB7 -9.321289 -9.321289 0.000000
34 F7 9A F6 D8 C8 98 CB FFDF 2539 9.305664 9.305664 0.000000
62 E3 5D 43 E5 28 DD 94 00B3 C8DA -13.787109 -13.787109 0.000000
1B C7 30 0E 9C 0E F4 57 FB7A F052 -3.919922 -3.919922 0.000000
4D 29 AE F8 FD 05 25 28 F980 EC4C -4.925781 -4.925781 0.000000
F1 41 7D 76 A4 AD 89 42 0609 DAAB -9.333008 -9.333008 0.000000
E7 DF 37 86 E7 24 BE 24 06C8 E53F -6.688477 -6.688477 0.000000
5D B9 75 C8 E8 EE 91 53 036F BAD2 -17.294922 -17.294922 0.000000
8C 4F 6D D0 61 FD C7 33 0528 B672 -18.388672 -18.388672 0.000000
78 10 84 13 B6 27 78 3C 045E AE72 -20.388672 -20.388672 0.000000
0E 0B E4 B7 55 17 2A 9D FE3E 1B84 6.878906 6.878906 0.000000
C6 BD 8E 45 74 CB 1A 0A 01AD EC62 -4.904297 -4.904297 0.000000
17 81 4B 55 25 A1 9C 72 00D0 3BD2 14.955078 14.955078 0.000000
41 26 93 FC 3A B6 7B 90 F84F C96E -13.642578 -13.642578 0.000000
45 BC 6F C8 F1 0E 0A 42 063E F461 -2.905273 -2.905273 0.000000
82 3D 2D 77 3F 9F 00 B8 062A AE93 -20.356445 -20.356445 0.000000
73 50 7F FB 18 1B D5 86 06EE 0733 1.799805 1.799805 0.000000
D6 D7 94 47 5E D2 EF DF 0289 F880 -1.875000 -1.875000 0.000000
FB 7D 20 09 A1 3E EB 7E FAA9 1C98 7.148438 7.148438 0.000000
0C F2 A7 AD BA 27 08 55 FAC5 D704 -10.246094 -10.246094 0.000000
31 11 1B 20 11 CF C6 1E 0472 0214 0.519531 0.519531 0.000000
9E 52 27 C6 11 2D ED 77 02C6 ECD3 -4.793945 -4.793945 0.000000
F2 3B 5D 44 73 F7 D3 D4 FC94 D82E -9.955078 -9.955078 0.000000
86 7C 44 22 38 D5 C6 54 0126 CD62 -12.654297 -12.654297 0.000000
15 30 46 45 48 52 C4 54 FA1C 15A0 5.406250 5.406250 0.000000
69 7A 26 33 BA D7 D9 5E 00C3 DD73 -8.637695 -8.637695 0.000000
9D 19 D6 FF F1 08 D2 17 06DD 14E7 5.225586 5.225586 0.000000
8D 87 48 90 54 F7 82 78 F936 7FCB 31.948242 -32.051758 64.000000
67 3D 30 D2 98 40 3F 2C 0464 EDB4 -4.574219 -4.574219 0.000000
D4 92 FD DC 7F 2A 58 7A 0169 C759 -14.163086 -14.163086 0.000000
83 65 C1 97 F6 02 53 3E F8E0 D0B1 -11.827148 -11.827148 0.000000
A2 66 07 88 9B DB 1A 58 F9A2 E770 -6.140625 -6.140625 0.000000
AF 59 6A 79 E3 A7 58 78 FAA7 420B 16.510742 16.510742 0.000000
33 F4 E6 BD 51 A1 76 BF FA93 1431 5.047852 5.047852 0.000000
40 8D 3B 23 20 13 11 0E 0504 0A50 2.578125 2.578125 0.000000
83 1C 64 96 70 F6 71 58 05F2 D5DE -10.533203 -10.533203 0.000000
1A DD 7D AA D5 3C 7F 57 052C 1963 6.346680 6.346680 0.000000
58 AA E7 06 4F C0 36 93 FDCC 26A0 9.656250 9.656250 0.000000
E6 E7 38 A1 1E 07 66 03 0381 14F9 5.243164 5.243164 0.000000
F4 09 6F A7 82 FB 82 99 FE2D F115 -3.729492 -3.729492 0.000000
DB 71 92 00 F1 95 92 75 0437 066B 1.604492 1.604492 0.000000
7F 4A 45 48 9E 1E 1B 17 FCAC E279 -7.381836 -7.381836 0.000000
42 C5 59 77 8A 7A 95 A2 050B 799C 30.402344 -33.597656 64.000000
B0 8A D2 9F 93 E7 66 45 0743 0860 2.093750 2.093750 0.000000
4C EB 50 3D 6E 10 7B 86 0364 2C1A 11.025391 11.025391 0.000000
BB 65 DC 6E 2C 53 B3 FD F9A7 1814 6.019531 6.019531 0.000000
1A 09 14 4C 0A 7D 42 7C 00D1 3032 12.048828 12.048828 0.000000
19 92 96 0E BB 7C 69 B8 0367 97F8 -26.007812 -26.007812 0.000000
B2 8A C7 8E EB EC 39 7C FEC5 CA7A -13.380859 -13.380859 0.000000
5A 70 5B 89 36 72 F8 19 FA73 30D8 12.210938 12.210938 0.000000
DE FE BB A3 2C 9B E5 D3 00A8 133A 4.806641 4.806641 0.000000
69 69 83 A8 CE 5D B8 61 03E8 175B 5.838867 5.838867 0.000000
6D 50 7B 37 22 4D 20 18 F900 3412 13.017578 13.017578 0.000000
E1 5B 94 85 A0 1F 99 3E 07A2 2BF1 10.985352 10.985352 0.000000
C8 25 F6 B7 3F 78 8B FA 032E 0D06 3.255859 3.255859 0.000000
B2 7F C1 76 3F CF 84 B6 030F D3F6 -11.009766 -11.009766 0.000000
FD 64 BA 0F 03 63 E4 31 0084 31AE 12.419922 12.419922 0.000000
9C 5A 06 E2 D8 1F BB 8D 02E7 2949 10.321289 10.321289 0.000000
A1 2A 3E 92 7A 8D 41 9D 03AA FDCE -0.548828 -0.548828 0.000000
36 4A 4C 89 D1 C5 58 3A FEC8 E2FA -7.255859 -7.255859 0.000000
06 EB 78 89 38 02 F1 66 02E1 CD95 -12.604492 -12.604492 0.000000
00 C4 99 00 FA 88 F8 08 044C 23A4 8.910156 8.910156 0.000000
E9 DE 92 7D 99 56 A8 1B 00A2 3176 12.365234 12.365234 0.000000
3D 2B 68 C7 B9 E2 23 0D F8DE EE3C -4.441406 -4.441406 0.000000
DC 3A A7 CE 38 83 F6 D8 0658 ED70 -4.640625 -4.640625 0.000000
D5 0D E4 BC 55 E5 91 30 05B4 F572 -2.638672 -2.638672 0.000000
A6 0C 5E 13 C0 FA 38 3D FD36 2C85 11.129883 11.129883 0.000000
40 B0 4D AE 9E B1 72 41 02C5 106D 4.106445 4.106445 0.000000
96 6D 77 C9 AC 37 A2 B0 FD67 1D18 7.273438 7.273438 0.000000
C5 F1 53 10 7D 48 C0 35 00DB CE64 -12.402344 -12.402344 0.000000
C1 FB A2 BF 4D C4 3C 7E 03E9 BC1C -16.972656 -16.972656 0.000000
44 B5 F3 36 B5 0D 9C 4E 037E 014B 0.323242 0.323242 0.000000
C5 BB EC 18 BC CB 3C AF F9F7 0BA4 2.910156 2.910156 0.000000
75 B6 E3 EA 42 19 12 A2 0624 231E 8.779297 8.779297 0.000000
FF EE 76 E3 84 F6 49 D5 07BC 2F71 11.860352 11.860352 0.000000
7E 6A 5F 84 F6 A0 9C 50 FFA3 871B -30.223633 -30.223633 0.000000
74 F5 66 87 3B 65 B7 A0 03A7 2A56 10.583984 10.583984 0.000000
1F A1 1E 72 A6 7E 5C 3F FC88 E9B6 -5.572266 -5.572266 0.000000
32 66 EA F7 E3 6C 70 96 032D 22A5 8.661133 8.661133 0.000000
9B 4D 2E 08 C6 2A 7C B8 F851 2FDD 11.965820 11.965820 0.000000
46 BF 52 74 29 00 B6 5E 01A1 1FBB 7.932617 7.932617 0.000000
13 E8 F7 72 8A 26 E0 9F FA27 C3C3 -15.059570 -15.059570 0.000000
87 56 A0 11 2A F6 1B 90 FC7B D3B5 -11.073242 -11.073242 0.000000
75 FE 2E 67 A5 F0 F6 56 FA74 F1CB -3.551758 -3.551758 0.000000
11 27 43 99 A3 EE FB 07 0691 F986 -1.619141 -1.619141 0.000000
36 3D 54 4A F9 D8 38 AE F8F4 E89E -5.845703 -5.845703 0.000000
CC A8 89 07 51 27 78 15 07CD B2BC -19.316406 -19.316406 0.000000
C5 29 6A C1 29 13 EB 97 FF54 0A11 2.516602 2.516602 0.000000
13 85 51 8B 6B 12 2B C3 0342 2C09 11.008789 11.008789 0.000000
62 B0 F0 FD 8E 93 2D FE 0521 F8C3 -1.809570 -1.809570 0.000000
AA 71 DC 56 00 E9 B8 64 0490 2621 9.532227 9.532227 0.000000
B4 1A 6D 19 B7 1E 83 AB FC84 D7B6 -10.072266 -10.072266 0.000000
7A D7 66 41 AB 88 66 11 FB2B 12D6 4.708984 4.708984 0.000000
C3 EB C9 8A 1A 92 42 4E F898 C94A -13.677734 -13.677734 0.000000
5D 88 3B E2 05 EA 38 13 F916 0FE5 3.973633 3.973633 0.000000
C3 26 12 4E AF 31 41 17 0302 2929 10.290039 10.290039 0.000000
06 B2 B0 DA 20 85 F0 31 048E 2882 10.126953 10.126953 0.000000
B3 9C A0 4C C1 A6 16 16 01C1 3624 13.535156 13.535156 0.000000
20 D6 1B 7D FE 29 86 1A 05A3 FE7D -0.377930 -0.377930 0.000000
AE D4 A2 B1 EE 02 21 2A 0603 F25B -3.411133 -3.411133 0.000000
1F 6E 00 F0 68 66 B3 BB F919 35D5 13.458008 13.458008 0.000000
53 7C 01 07 A9 E6 49 81 FA4C CE4F -12.422852 -12.422852 0.000000
F2 8A CA D0 10 BA E1 65 0205 1503 5.252930 5.252930 0.000000
0F 3D B0 37 4A 4F F9 49 FF85 288D 10.137695 10.137695 0.000000
44 82 70 16 7E C3 B5 9C 02A9 18BF 6.186523 6.186523 0.000000
3C A8 8B 53 6B 57 2E E4 FBCF D8E1 -9.780273 -9.780273 0.000000
EE 78 92 83 C4 ED C4 29 06F8 080B 2.010742 2.010742 0.000000
9D 8D 7C 11 CA 54 BD F9 F94E C789 -14.116211 -14.116211 0.000000
1D 7B 4C 94 B9 7F 15 AF FDF3 5B55 22.833008 22.833008 0.000000
0B 0B E2 15 43 29 2D 37 FB7C FF5D -0.159180 -0.159180 0.000000
47 9D C5 FA 8E 98 17 4E 053B 06B4 1.675781 1.675781 0.000000
B8 79 48 8E 7C 56 47 7F 01BC E2EC -7.269531 -7.269531 0.000000
E2 34 7C BE 5A 59 D1 09 FD77 EBE9 -5.022461 -5.022461 0.000000
14 21 23 FE 6D 2F 46 4B 05A2 1D31 7.297852 7.297852 0.000000
5C 4C 62 71 99 23 4D 79 0360 3BA3 14.909180 14.909180 0.000000
73 FA 15 DD 99 03 D7 CB 0699 DC24 -8.964844 -8.964844 0.000000
2C 94 B1 C3 C9 6C 6C E4 F890 A6E4 -22.277344 -22.277344 0.000000
73 15 24 32 27 C7 88 FF 07A8 036E 0.857422 0.857422 0.000000
03 3D DA 3B CC 79 8A D7 FB16 1F60 7.843750 7.843750 0.000000
A8 92 06 1E 87 A3 A5 A3 0224 46AA 17.666016 17.666016 0.000000
5B 55 8C DC 1C 15 96 E6 073F 4BDC 18.964844 18.964844 0.000000
05 D8 A4 46 45 3E FB C1 0230 EA6B -5.395508 -5.395508 0.000000
20 78 69 28 B0 AB 7F 81 F95C E7C3 -6.059570 -6.059570 0.000000
7F 90 A8 00 97 AA BA C8 0228 0BC1 2.938477 2.938477 0.000000
6B 6F 97 2D 18 77 A4 73 FD71 7505 29.254883 29.254883 0.000000
FF 47 63 EF 1C 92 50 CC FA6E FE34 -0.449219 -0.449219 0.000000
36 0B 10 3B 7F 8E E9 12 0452 1CEC 7.230469 7.230469 0.000000
DE E2 14 33 0B 97 84 A9 FB1A EAED -5.268555 -5.268555 0.000000
35 8C 36 49 C6 4D D3 F0 FF46 C252 -15.419922 -15.419922 0.000000
F6 F7 73 94 97 C6 8A 6F 0060 A2AE -23.330078 -23.330078 0.000000
91 16 75 79 8A FE 37 A4 FAD5 1B7A 6.869141 6.869141 0.000000
1B EC B6 D0 BD 9C 9B BE 060D 305E 12.091797 12.091797 0.000000
D2 78 1E BB 78 D1 44 95 05BA FEF1 -0.264648 -0.264648 0.000000
94 08 0A D6 10 6C FE 90 0695 1581 5.375977 5.375977 0.000000
AF 93 E3 8C D0 B0 E9 F4 F947 3292 12.642578 12.642578 0.000000
A0 50 E7 37 C4 62 53 0F FDFD 2E3B 11.557617 11.557617 0.000000
41 E6 75 A6 25 D6 00 12 F89D FFF2 -0.013672 -0.013672 0.000000
E7 C7 B7 CF E4 73 83 95 FE7D 1FBE 7.935547 7.935547 0.000000
ED 86 8B 73 9C 09 54 E1 F8E1 C7B2 -14.076172 -14.076172 0.000000
FF E6 36 D7 3C 10 6C A8 FFAC 22B0 8.671875 8.671875 0.000000
0A FF A1 A8 E3 76 8A 19 06E4 287E 10.123047 10.123047 0.000000
45 7A 31 48 77 00 6B CC 0666 2C54 11.082031 11.082031 0.000000
91 35 6A D8 AF 9A 91 4C FADE CF09 -12.241211 -12.241211 0.000000
A7 04 00 BE F9 2B 84 25 F9FC F38D -3.112305 -3.112305 0.000000
C3 EF CC A2 33 3B F5 F5 FA97 F0CB -3.801758 -3.801758 0.000000
EF 22 59 3F 33 EC 7A DF F912 1552 5.330078 5.330078 0.000000
03 87 6C 43 A2 85 25 89 F898 2218 8.523438 8.523438 0.000000
74 B0 F8 8E 8A 9D B9 BB FE53 08BD 2.184570 2.184570 0.000000
92 2E 26 BD 75 DB C2 29 0189 B4AE -18.830078 -18.830078 0.000000
29 87 96 6E 30 31 55 8C FF79 9AF6 -25.259766 -25.259766 0.000000
BA 19 6F CC 37 2B 50 E6 02A0 1FC1 7.938477 7.938477 0.000000
33 7A 7B 15 1A 37 1E 31 F88B 2A5E 10.591797 10.591797 0.000000
B0 96 29 39 8D 73 C7 56 FEF5 FD4C -0.675781 -0.675781 0.000000
9F 1D 5C 07 FD F2 B7 38 FA84 E15D -7.659180 -7.659180 0.000000
CE 4D 27 98 44 91 C9 32 FB91 B035 -19.948242 -19.948242 0.000000
3C 25 74 91 CD 13 79 67 FF08 FFFE -0.001953 -0.001953 0.000000
2F AA 47 71 CA 75 F6 66 FD8B F693 -2.356445 -2.356445 0.000000
C1 D8 76 C5 1E D8 B9 23 0400 DA13 -9.481445 -9.481445 0.000000
BE A0 A2 5F E4 2F ED A7 FC63 D7EE -10.017578 -10.017578 0.000000
96 E6 CD B0 FB 0C F4 86 0128 2A86 10.630859 10.630859 0.000000
4A D9 68 C5 F3 2A FA DF FB5F F662 -2.404297 -2.404297 0.000000
89 52 E8 83 60 5E A7 7F 00C0 BC91 -16.858398 -16.858398 0.000000
52 5B 51 E3 89 FB B5 EE FCA2 BF0C -16.238281 -16.238281 0.000000
33 3B A2 03 A0 22 8E F6 FA50 18C4 6.191406 6.191406 0.000000
90 F0 49 A1 13 C6 BD 00 F8D9 E10E -7.736328 -7.736328 0.000000
03 C6 D0 F5 BA 2E A1 F5 FFA3 06AE 1.669922 1.669922 0.000000
CB 16 88 1D CB 1F E0 D6 FB50 1331 4.797852 4.797852 0.000000
34 E5 0D B7 94 B4 3F 2F 0761 EF41 -4.186523 -4.186523 0.000000
8B BF D8 13 0F 37 BA 0B FB54 F243 -3.434570 -3.434570 0.000000
EA 5E DE 33 FC 39 8E B6 005A 1606 5.505859 5.505859 0.000000
D2 C7 7D AD 7B 49 DC 7B FD25 9D55 -24.666992 -24.666992 0.000000
28 82 0C 6C 21 9E 4D B9 0278 1D84 7.378906 7.378906 0.000000
90 B4 26 8A 63 3D 9B 79 0064 7C34 31.050781 -32.949219 64.000000
41 C4 45 C4 93 50 59 22 FA2D DBC5 -9.057617 -9.057617 0.000000
78 44 92 B6 FB 7B D9 8E 02FF 5309 20.758789 20.758789 0.000000
46 16 C7 9F 65 BB 8C 5D FA5D 06A4 1.660156 1.660156 0.000000
20 C7 DD 2A 6C 24 C7 C3 F9C9 FD0E -0.736328 -0.736328 0.000000
C3 9A CE B5 86 D7 0E 2C FE9A 1C62 7.095703 7.095703 0.000000
88 BD CB 7F 02 BA 8A BA 02B2 09C8 2.445312 2.445312 0.000000
AB 1C A9 59 AF 02 A3 F9 032A 3B73 14.862305 14.862305 0.000000
26 0F 81 22 10 8F 8D 77 03C2 485E 18.091797 18.091797 0.000000
8C 31 3B 3D D8 9A 3C C9 04D3 0426 1.037109 1.037109 0.000000
E2 84 BE 7F 1B EF 46 EE 05E2 EFFA -4.005859 -4.005859 0.000000
A6 60 37 1F B3 93 D0 BF FC47 DC4A -8.927734 -8.927734 0.000000
10 10 C5 E1 86 4D 5B EA FBA1 E682 -6.373047 -6.373047 0.000000
52 6F 32 2F 85 2A 14 85 FD1F D542 -10.685547 -10.685547 0.000000
F9 97 99 02 73 40 DB AB 028E F362 -3.154297 -3.154297 0.000000
B9 DA CC C4 87 51 B6 EC 0706 3047 12.069336 12.069336 0.000000
21 34 87 79 21 F6 E3 42 04D9 33F9 12.993164 12.993164 0.000000
1E 29 8B 8E 62 49 9F FD FB9D 4075 16.114258 16.114258 0.000000
E8 BF A7 50 3F 1F 00 F1 0581 F30A -3.240234 -3.240234 0.000000
02 3B C7 91 15 53 C2 0E FA27 152E 5.294922 5.294922 0.000000
39 A5 A9 BA C5 BA AA C6 FF2E 3803 14.002930 14.002930 0.000000
A9 A0 31 76 4A 3B 31 22 0711 F0D8 -3.789062 -3.789062 0.000000
56 9D 01 64 3A DF 3B 5A F922 3CC4 15.191406 15.191406 0.000000
EC 48 83 31 61 2B 75 D1 0431 C695 -14.354492 -14.354492 0.000000
CA AB 15 7E FA C6 32 E6 002D 0C01 3.000977 3.000977 0.000000
B3 85 2A E2 5C 4E DD FE 065C BFB4 -16.074219 -16.074219 0.000000
E2 9B 8F 42 A8 2F F2 BE 0452 F141 -3.686523 -3.686523 0.000000
C6 C5 78 D4 EF 7B 25 E7 052D 0252 0.580078 0.580078 0.000000
9B 88 65 DF B7 66 24 16 F9C0 F21B -3.473633 -3.473633 0.000000
6C BE C6 3A F9 D3 0E E0 FB7E F9B8 -1.570312 -1.570312 0.000000
ED 05 31 68 A4 B7 A7 1E FE2D FEBB -0.317383 -0.317383 0.000000
C9 B8 C8 D2 52 C1 4E 57 FAC0 DA28 -9.460938 -9.460938 0.000000
86 7D 1E 14 EE A2 07 82 0551 D6F9 -10.256836 -10.256836 0.000000
AF 0D 6C F8 7B 75 E9 47 F99D CCB7 -12.821289 -12.821289 0.000000
C7 81 5B 45 B1 F3 E8 A1 FF67 F54E -2.673828 -2.673828 0.000000
ED A3 02 F5 C3 04 09 44 FAB2 FAEB -1.270508 -1.270508 0.000000
15 34 7A F7 D9 73 58 BC 06A7 4724 17.785156 17.785156 0.000000
AC 12 CF 2E CC 85 EB 51 FB79 1676 5.615234 5.615234 0.000000
14 5E D9 61 BB 31 F2 9E 027E EC18 -4.976562 -4.976562 0.000000
B2 52 A0 2D EF 0C 78 BC FD25 CD37 -12.696289 -12.696289 0.000000
86 E3 09 1C DF CB 4B 9B F9EB 073D 1.809570 1.809570 0.000000
58 EC A0 11 CC B9 0C 2D 03F1 F61A -2.474609 -2.474609 0.000000
60 BD 82 5C 07 E1 29 91 06A8 D553 -10.668945 -10.668945 0.000000
A6 94 88 CC E1 78 6A 12 06D0 A9BE -21.564453 -21.564453 0.000000
5A 1F BD 7E 3C BC 56 B6 F81F CA0D -13.487305 -13.487305 0.000000
BD 00 7E 5F 22 66 CE F7 FFB9 DAE0 -9.281250 -9.281250 0.000000
B6 9F 23 7B C2 A3 A7 60 0227 5945 22.317383 22.317383 0.000000
29 53 29 49 F0 36 2F 1F F9F5 1945 6.317383 6.317383 0.000000
2D 75 B9 51 47 B2 D7 84 01A8 CEA0 -12.343750 -12.343750 0.000000
F4 95 AE 13 31 6A DA E9 070F E2EC -7.269531 -7.269531 0.000000
0C 62 90 66 5A D5 EF 6F FC51 23BD 8.934570 8.934570 0.000000
99 E0 75 CD 36 A6 93 38 03A2 BC2F -16.954102 -16.954102 0.000000
30 C1 CC 48 0E AF D5 57 FE3B 35FE 13.498047 13.498047 0.000000
9C FB EE 2A 45 EF E6 FF 01EF E8FA -5.755859 -5.755859 0.000000
D7 98 56 B1 44 E9 CC AA FD38 04BE 1.185547 1.185547 0.000000
8D 7D D1 4E B1 4C 0C 6A 00D4 6785 25.879883 25.879883 0.000000
83 31 67 17 78 8A 73 1C FF1A DEB5 -8.323242 -8.323242 0.000000
E6 77 E5 25 F4 3A 2F 7E FBFF 256E 9.357422 9.357422 0.000000
F6 5B D3 B4 F7 3C 50 32 041F FCE5 -0.776367 -0.776367 0.000000
8F 61 69 C8 F8 4F AB 96 FEEB 14B5 5.176758 5.176758 0.000000
77 C3 5D 5A E1 CE 2C 3B F9A7 1BE2 6.970703 6.970703 0.000000
6D 29 02 CD 94 A8 07 DA 0354 CEE0 -12.281250 -12.281250 0.000000
59 BB 05 CA 6D 96 65 81 FEB9 5DF3 23.487305 23.487305 0.000000
CB 5C A8 3B 8B CA F3 14 0474 1259 4.586914 4.586914 0.000000
64 92 FA 77 34 7B A7 47 039E 062B 1.541992 1.541992 0.000000
EC 81 7B 0F BD 82 15 9A 0246 4A21 18.532227 18.532227 0.000000
D8 AD FC F1 0F 2A 5E 81 F90B EF0E -4.236328 -4.236328 0.000000
41 3F A3 D0 11 F0 C0 B2 F9D0 2011 8.016602 8.016602 0.000000
8F CB BE 2E BC 65 17 D2 FE5A F943 -1.684570 -1.684570 0.000000
CE 48 DC DA 01 2D 54 ED 07DA 0B52 2.830078 2.830078 0.000000
36 45 DC 3C C0 E3 A4 DA FA63 E91A -5.724609 -5.724609 0.000000
9C C5 C0 00 FF 48 43 D6 06BE E5CA -6.552734 -6.552734 0.000000
59 CC F3 C7 8C 67 8A 2D FE0A BCC3 -16.809570 -16.809570 0.000000
06 99 CE 39 32 C8 03 A3 046D 06D6 1.708984 1.708984 0.000000
28 1F 5A CA 24 1B 7D 8F 0494 5141 20.313477 20.313477 0.000000
3C CA 87 2E 18 F1 61 00 FF7F DA70 -9.390625 -9.390625 0.000000
2C F9 98 C1 13 67 4C 86 FA77 FA10 -1.484375 -1.484375 0.000000
E4 61 CE BA 52 BB F9 1C FE72 D50B -10.739258 -10.739258 0.000000
50 0C A3 3D D8 A1 AE F4 0600 0FFA 3.994141 3.994141 0.000000
2B 07 39 F1 40 BC C2 7C 025D F62F -2.454102 -2.454102 0.000000
2A C0 75 1B BB E6 66 C8 012D 2511 9.266602 9.266602 0.000000
0B 2B 5E C6 C5 F7 C8 97 F807 F735 -2.198242 -2.198242 0.000000
F1 77 47 41 E1 44 9C DA 027C FE87 -0.368164 -0.368164 0.000000
D7 B4 05 5E 05 38 EC 2F F9E6 F957 -1.665039 -1.665039 0.000000
6B F2 ED F8 2E 94 74 CB FD51 0F7F 3.874023 3.874023 0.000000
60 4B A3 E3 25 27 FD 17 01D8 19A1 6.407227 6.407227 0.000000
5C AF 69 40 C1 A4 4A 41 07FE 3D10 15.265625 15.265625 0.000000
A0 6C E6 85 FF 2D 48 FF FE64 0AEB 2.729492 2.729492 0.000000
F7 B2 F3 75 73 72 2E D3 FDF1 C043 -15.934570 -15.934570 0.000000
EC 56 01 68 85 3C 07 4D 03E9 40FC 16.246094 16.246094 0.000000
C3 CC 89 FA 78 17 D5 67 021F F26E -3.392578 -3.392578 0.000000
9F 9D E8 40 34 96 A3 33 FC6D 272F 9.795898 9.795898 0.000000
C4 43 60 68 97 94 45 18 FF5C 1F54 7.832031 7.832031 0.000000
A1 D3 9D 30 C4 B2 FF 42 0517 35D4 13.457031 13.457031 0.000000
71 BA E4 52 8D 1A 4E C5 FAC1 A574 -22.636719 -22.636719 0.000000
97 61 36 E8 FE A2 18 52 FC72 D706 -10.244141 -10.244141 0.000000
05 F7 F2 43 8E 65 BA 04 FF7D FE96 -0.353516 -0.353516 0.000000
EC 34 54 C0 45 A3 B2 26 FBFF C09F -15.844727 -15.844727 0.000000
6C 0E 2F 82 56 2C 2F F2 061C 3C51 15.079102 15.079102 0.000000
E5 23 0B 8F EF F2 D2 11 00B3 F719 -2.225586 -2.225586 0.000000
2B B0 12 28 81 0E D5 02 FF0B E2A0 -7.343750 -7.343750 0.000000
47 82 50 4F 0D 27 09 D3 FD24 E27A -7.380859 -7.380859 0.000000
AB 2E 9F 66 F6 02 04 DD F8BE ECF6 -4.759766 -4.759766 0.000000
B2 D7 AB C0 D1 5F 08 64 FDE4 E157 -7.665039 -7.665039 0.000000
F1 75 91 3A E6 43 96 05 06D0 560D 21.512695 21.512695 0.000000
D5 BD F0 47 19 18 3A 55 021B 0B93 2.893555 2.893555 0.000000
38 50 DC 38 1B 31 E4 E0 FE74 109C 4.152344 4.152344 0.000000
D3 C8 29 D8 5A BF 17 03 0474 0611 1.516602 1.516602 0.000000
C8 27 45 C3 97 21 F9 08 0538 1D6C 7.355469 7.355469 0.000000
1E D6 0F 39 05 E0 A3 2E 025A 0CFB 3.245117 3.245117 0.000000
4E 3D EB B8 61 6D C0 84 0454 63FB 24.995117 24.995117 0.000000
CE CF B6 57 96 23 F1 54 02D2 31B5 12.426758 12.426758 0.000000
BD D6 ED C9 0B FB 70 B6 FE38 03BF 0.936523 0.936523 0.000000
D6 DD 6B EC 00 8E B1 9E 0413 FA4C -1.425781 -1.425781 0.000000
E5 73 59 A6 AD 0A A8 E7 0300 FA71 -1.389648 -1.389648 0.000000
E6 82 CE 99 46 0B 74 BD 0411 FBD8 -1.039062 -1.039062 0.000000
47 07 77 E6 77 CF 83 8F FF1A F023 -3.965820 -3.965820 0.000000
D6 D9 3F 7B 64 B4 DB EA FD35 E4B4 -6.824219 -6.824219 0.000000
A9 A8 7A 1D 15 F2 5E AE 01C1 22F0 8.734375 8.734375 0.000000
3D D1 38 79 60 1E 88 CE FAFC DA78 -9.382812 -9.382812 0.000000
01 0F 9D 08 CA 9B 99 38 0216 258A 9.384766 9.384766 0.000000
66 2A 1D A5 97 7E 7D 41 FEF5 E0D9 -7.788086 -7.788086 0.000000
51 72 7A 5F 50 49 8E 5C 0391 2933 10.299805 10.299805 0.000000
AE 18 A4 A3 3B D4 B0 CD 07D4 2015 8.020508 8.020508 0.000000
44 9A 95 9F 97 FF 14 1F 05C3 D62A -10.458984 -10.458984 0.000000
53 E5 17 1C 4C F3 D3 A1 F958 04EC 1.230469 1.230469 0.000000
89 F5 5F 67 87 98 D5 9F FC7E 0239 0.555664 0.555664 0.000000
