a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
A4 D1 C9 51 4D CB C9 27 1A 69 72.000000 70.718750 1.281250
BD 4C C3 CC 4D BB D1 CC C9 61 36.000000 37.437500 1.437500
D1 CD CB 51 4F CF 4C 45 52 D3 -11.000000 -12.500000 1.500000
50 B4 C9 C8 0D 49 48 CB 51 52 10.000000 9.828125 0.171875
4C C3 4E 4A 39 44 48 CF D0 DA -20.000000 -19.000000 1.000000
BB 3A 49 BB CF 49 46 44 CF 5A 20.000000 20.062500 0.062500
4E D1 52 42 CE 41 CF C9 C8 F2 -160.000000 -159.500000 0.500000
52 47 D2 44 4B 2C CB 3E C8 6E 112.000000 112.656250 0.656250
C3 D1 D2 CC 4F 32 D0 CB 51 6C 96.000000 95.750000 0.250000
C9 C0 BA 4E D0 CA 51 48 CB 66 56.000000 57.250000 1.250000
BB 41 C3 D0 42 4A 47 45 52 D9 -18.000000 -18.500000 0.500000
3F C8 50 D2 BB B3 45 CC B6 6B 88.000000 85.296875 2.703125
B0 CD C9 3C 51 D2 C5 D0 4E 68 64.000000 70.125000 6.125000
C3 4B 4B D1 3B A1 4B 3D C4 4F 7.500000 8.070312 0.570312
52 D1 41 BF D1 48 C1 D1 52 ED -104.000000 -104.187500 0.187500
30 C3 CC 3E D1 4B 3A CA CF E3 -44.000000 -43.375000 0.625000
A7 C1 47 44 4D C3 4B 4D 3E 64 48.000000 46.539062 1.460938
46 4A 3D CA 50 C5 4F C5 37 62 40.000000 41.125000 1.125000
C1 D0 C2 4F 51 4B 44 C5 D1 ED -104.000000 -105.125000 1.125000
46 C9 D0 4C 51 C9 CD CB C0 69 72.000000 68.750000 3.250000
41 C9 44 4F 50 4C D0 4E CB 54 12.000000 14.000000 2.000000
41 B2 46 D1 CD CB 40 4F 52 E7 -60.000000 -61.687500 1.687500
CC C1 C8 B6 CE CD BE 51 28 66 56.000000 56.000000 0.000000
C8 2F 3C 40 4B BE 4D 44 51 40 2.000000 1.929688 0.070312
C5 50 50 B2 C3 4F C7 C5 35 63 44.000000 41.781250 2.218750
D1 CD 51 CF 48 32 CE C7 C2 E9 -72.000000 -77.437500 5.437500
C8 C2 C5 51 CE C8 4D BB C2 42 2.500000 2.000000 0.500000
CD 4E 33 51 D1 3F C6 4F CF 70 128.000000 129.218750 1.218750
CF 51 4D 48 51 D2 C9 CB CA F5 -208.000000 -213.750000 5.750000
39 3A BE C5 51 52 4D CC D2 5B 22.000000 20.750000 1.250000
47 4F 4E CB 4A 1F 51 BD BF 6B 88.000000 89.691406 1.691406
C2 4D 49 CF 4A 50 43 41 D0 5E 28.000000 27.000000 1.000000
38 4D 36 BF 4A 4F D2 C8 D0 63 44.000000 44.500000 0.500000
CF 49 CB BF 3A CF CD CA C0 3B 1.375000 0.000000 1.375000
D1 4F 43 CB 3E 4C C0 51 49 DC -24.000000 -21.250000 2.750000
41 42 4F 50 32 51 C9 48 CA 59 18.000000 17.156250 0.843750
C9 C3 C2 D1 C8 C9 CE D0 52 70 128.000000 129.875000 1.875000
CF 51 4C D1 B5 39 C5 B5 AC 47 3.750000 3.656250 0.093750
25 4D 4F 4D 3D 51 CE CA 50 DA -20.000000 -18.169922 1.830078
49 45 CC D2 BD 51 50 D1 CC 66 56.000000 57.937500 1.937500
42 41 50 CA 51 AC CC CF CD 4B 5.500000 4.656250 0.843750
CB CC D1 C9 4C 4A 51 50 CC F4 -192.000000 -186.000000 6.000000
C2 45 C4 42 CD 42 3F D1 D1 D6 -14.000000 -12.750000 1.250000
0F C9 BB 4D B8 CE 4A D1 CD E2 -40.000000 -40.404297 0.404297
35 A7 D0 CD CB 41 50 51 C0 F0 -128.000000 -129.496094 1.496094
D0 51 48 CD D2 A3 4F 47 AE 6B 88.000000 83.640625 4.359375
C2 4C 46 C0 CB BD B2 D0 CE 53 11.000000 10.812500 0.187500
C8 51 CD BD CB BA D0 24 D1 65 52.000000 53.445312 1.445312
4F CF 4D D0 CF C1 43 49 D2 E8 -64.000000 -67.500000 3.500000
CB 3B 44 4B CF 4A 51 CD D2 5E 28.000000 29.375000 1.375000
C6 47 CE CA 41 50 4F 40 4B E0 -32.000000 -34.875000 2.875000
39 A1 4E D1 C8 46 C4 51 43 ED -104.000000 -104.242188 0.242188
BF 50 D2 C9 4F 52 32 46 4C 64 48.000000 49.937500 1.937500
D1 CB CE 52 C5 CC 50 BF BB D7 -15.000000 -13.875000 1.125000
D1 CB D0 48 D1 4A 13 3D 3C 67 60.000000 61.156250 1.156250
3E 52 27 4E CB 50 CA 48 52 6E 112.000000 107.203125 4.796875
2C CF D1 AD 4C CE 49 4F 4F 5A 20.000000 18.703125 1.296875
51 51 BA CC 4E D1 50 B9 C5 DC -24.000000 -24.500000 0.500000
4F 41 4E CB C9 CD C1 C1 4E E3 -44.000000 -44.750000 0.750000
3F 3E D1 D0 CA CB C5 C8 32 63 44.000000 42.875000 1.125000
49 C1 4B 4E BF CA C1 D2 52 E9 -72.000000 -69.562500 2.437500
52 D1 3D 46 4D 4D D1 3E CC CE -7.000000 -8.000000 1.000000
3B 50 C8 4E C9 49 4E CB 38 E1 -36.000000 -35.687500 0.312500
CE 30 39 CE 4A 4D CB 26 4E E0 -32.000000 -32.468750 0.468750
3B 38 CD 4C 4B 49 49 4D CE 57 15.000000 14.812500 0.187500
D0 50 4A CF 4F CB BD 44 C9 F1 -144.000000 -139.125000 4.875000
42 43 50 D0 39 33 45 3A 31 5B 22.000000 21.265625 0.734375
42 4A 23 45 50 CE D0 BF 4B D8 -16.000000 -16.968750 0.968750
BE 40 BE 51 BE 4B CD 4D CA 6A 80.000000 78.937500 1.062500
CA CF 07 42 CE 4E 20 D1 52 DF -30.000000 -29.998291 0.001709
D0 4E 52 D0 4A CE 42 3B 45 E9 -72.000000 -71.750000 0.250000
CF C1 4A 24 36 C0 45 C6 CE 4B 5.500000 6.531250 1.031250
49 50 C4 C4 CF C2 AB 52 47 EA -80.000000 -78.968750 1.031250
51 50 CF CC C1 50 D0 C1 C9 6E 112.000000 112.750000 0.750000
42 C6 39 3D 50 30 4C C7 C3 58 16.000000 16.156250 0.156250
37 A9 BA CA 44 C1 24 49 4B D6 -14.000000 -13.789062 0.210938
4B CD 4B 49 49 4C C5 4F D0 CC -6.000000 -6.375000 0.375000
49 38 CB 49 D1 D2 4F 3B D0 EB -88.000000 -93.562500 5.562500
B8 51 CC 4C 4F C9 50 CF C1 F1 -144.000000 -143.250000 0.750000
C8 49 CA 51 50 D1 B6 D1 51 F1 -144.000000 -140.125000 3.875000
45 D1 51 C4 4C 49 D1 CE CD EB -88.000000 -87.500000 0.500000
C9 BD 52 D2 48 3B 50 CB CD 6E 112.000000 108.265625 3.734375
52 4A 49 43 CF C8 D1 4F D0 EF -120.000000 -122.875000 2.875000
29 43 51 51 2A 4B 51 01 CF 6B 88.000000 88.730469 0.730469
CF 4B C5 51 4C D0 D0 50 4E 58 16.000000 16.000000 0.000000
46 42 CA 52 3A D1 45 4B CA 57 15.000000 15.625000 0.625000
D2 4C C7 4C D1 50 D0 B3 4A 73 176.000000 168.875000 7.125000
52 C1 4C 39 52 AA D1 42 CF 63 44.000000 42.015625 1.984375
AB 4A BE D1 C1 31 CB 51 49 E8 -64.000000 -63.289062 0.710938
52 CF 4B C2 50 B4 42 25 9F 6D 104.000000 98.750000 5.250000
50 C1 CA A9 C0 51 D1 47 CC 96 -0.054688 1.695312 1.750000
A4 D0 4F C6 51 4B CD 4A 3E EE -112.000000 -110.187500 1.812500
CF 21 C7 C4 C2 3B 4C BF 33 44 3.000000 2.755859 0.244141
C9 CD 4C 4B 52 C5 B6 45 BB D6 -14.000000 -12.625000 1.375000
4F 51 51 4B 43 50 36 C5 52 6C 96.000000 92.625000 3.375000
9C 52 D2 BD 50 CD 4B 48 48 EF -120.000000 -123.250000 3.250000
44 CF D1 4A 39 4B CF 2D B4 5F 30.000000 30.906250 0.906250
CC CD 3A 41 CA B8 BB C4 CA 5B 22.000000 23.031250 1.031250
3B C9 C1 CA 4C CA 51 50 C2 E0 -32.000000 -32.000000 0.000000
C9 B6 41 45 4C 44 D1 B9 3C E5 -52.000000 -52.031250 0.031250
B3 CF 4E CF A0 D1 C3 C7 49 6A 80.000000 80.960938 0.960938
4E CF 4A C8 3E D2 D2 27 4A 64 48.000000 41.312500 6.687500
31 D0 48 CC 49 CB 4B D0 47 6F 120.000000 120.281250 0.281250
C9 B6 BA D1 D0 CC D2 B8 51 69 72.000000 71.750000 0.250000
C9 40 AD C6 D0 C5 CC CA B9 64 48.000000 48.312500 0.312500
4B C9 44 CE C5 CD 42 D2 4C 6C 96.000000 94.875000 1.125000
38 CE 4C D1 C3 3C 4A CA 50 69 72.000000 69.750000 2.250000
CD 32 C5 B4 48 CA C1 CD D2 DE -28.000000 -26.937500 1.062500
BB BE C9 4B B7 35 BF 2F CD 49 4.500000 4.382812 0.117188
D0 4C C7 C1 C8 BB 37 44 D2 45 3.250000 3.484375 0.234375
49 BD D0 C6 3C 40 CB C8 4B 68 64.000000 67.000000 3.000000
C9 CD 48 CA C9 9C CA C5 BD 56 14.000000 15.484375 1.484375
3B 47 CD 49 C6 3A 28 CA CE E0 -32.000000 -31.250000 0.750000
44 42 50 D2 48 46 CD D0 3C 64 48.000000 50.250000 2.250000
42 41 D2 4D C5 C1 C9 51 D1 6A 80.000000 81.312500 1.312500
51 C9 4F D1 39 C7 CA C9 D2 59 18.000000 20.000000 2.000000
D2 43 3D C9 B1 B0 CE C6 D0 34 0.750000 0.625000 0.125000
C6 42 51 CD 51 C1 38 D0 B8 5C 24.000000 22.875000 1.125000
CC C4 3D C9 CF 46 43 C9 B9 66 56.000000 58.093750 2.093750
C4 3D C0 51 4E 44 CF A3 4F 49 4.500000 4.828125 0.328125
D1 C2 52 B7 D0 BC 50 4E 4C 72 160.000000 155.187500 4.812500
D1 4D 42 CF C6 C0 4B 4A 51 42 2.500000 3.750000 1.250000
4F 44 48 51 51 36 D1 D2 4C E6 -56.000000 -49.875000 6.125000
2E 47 52 51 CA CE D0 D2 CE F5 -208.000000 -205.437500 2.562500
50 D2 C2 43 48 BE 35 51 D2 67 60.000000 62.218750 2.218750
43 CA 40 B9 D1 44 4A 4E D2 E4 -48.000000 -47.625000 0.375000
D1 50 47 50 29 44 4A 48 CE 68 64.000000 65.218750 1.218750
4F A8 CE 4A BA 4C 4B D1 4D EB -88.000000 -87.875000 0.125000
CE CD CF 45 51 46 49 B1 C0 EF -120.000000 -123.328125 3.328125
50 44 48 C5 AF CB D0 CB 36 E1 -36.000000 -33.500000 2.500000
D1 51 C4 49 48 B2 4E 41 4D E3 -44.000000 -46.000000 2.000000
D2 4A B3 30 C7 42 49 2E 20 63 44.000000 47.250000 3.250000
BB BC CC 4E D1 CC CA D1 23 D3 -11.000000 -11.453125 0.453125
52 4F BE 45 51 39 CE 42 44 70 128.000000 121.812500 6.187500
3F 4E 50 C4 41 3B CC 4C 4D E4 -48.000000 -45.656250 2.343750
B3 48 48 4C B7 CF D0 C1 52 E8 -64.000000 -64.855469 0.855469
C9 4B C3 46 CB 4E D1 AD 42 6B 88.000000 89.078125 1.078125
4F CB CE 40 CC C5 51 50 B7 E9 -72.000000 -75.062500 3.062500
43 48 CB 44 41 C6 3F 50 D2 C8 -4.000000 -4.125000 0.125000
C8 C3 52 22 C7 4E 4F C9 C8 68 64.000000 66.046875 2.046875
1E D0 50 51 4A D1 4B AC 49 70 128.000000 117.671875 10.328125
4F 4C 51 35 CD C9 C0 BD BC EC -96.000000 -96.570312 0.570312
CF D2 C9 41 D2 3E 51 52 CE 5F 30.000000 32.500000 2.500000
C7 3B B6 CA 4B B7 BD 4C CB E6 -56.000000 -55.992188 0.007812
D2 BF 32 4C 47 D0 4F 3C 36 CC -6.000000 -7.937500 1.937500
D2 2D 50 4B 45 CB CF D1 BB F1 -144.000000 -145.609375 1.609375
CA CF 50 43 06 D0 CC AA CA 4E 7.000000 6.082031 0.917969
43 34 50 47 D1 3C 49 CF 44 D4 -12.000000 -12.750000 0.750000
3C 4A CD 41 3F 43 39 C9 CA CB -5.500000 -5.875000 0.375000
B3 37 49 CD C5 B5 CC 41 C2 E3 -44.000000 -42.652344 1.347656
B1 CA 51 4D 4E 33 3B CF BD E3 -44.000000 -45.375000 1.375000
CD 4C 4F 4C CD C8 CE B2 CC E3 -44.000000 -44.000000 0.000000
44 52 4B CB D1 D0 42 33 43 EB -88.000000 -94.281250 6.281250
4D 49 4C 51 D0 52 BC CB CA E9 -72.000000 -70.500000 1.500000
4C D1 CD 50 3A 31 4D CE CB EC -96.000000 -101.312500 5.312500
44 B8 CF CA 51 C6 C4 B2 48 68 64.000000 60.125000 3.875000
B9 4C 4F CC 43 50 49 D0 D1 6F 120.000000 117.656250 2.343750
4C C6 4B 46 D2 CA 51 D1 CE DF -30.000000 -31.500000 1.500000
C6 52 4E B3 D2 B9 35 C7 CA 5D 26.000000 27.015625 1.015625
50 B9 4E C4 4C 48 50 B1 CC 6C 96.000000 95.187500 0.812500
3E 4D 41 51 C5 CC CC 52 51 62 40.000000 40.812500 0.812500
D0 4A C8 BC 4C CF CB 4E 48 E8 -64.000000 -70.000000 6.000000
D1 BF 4F 52 51 3B B9 CD CA F2 -160.000000 -162.015625 2.015625
51 4B 52 30 CB 4B D0 BD 4F EB -88.000000 -92.562500 4.562500
49 C2 D0 AC D1 4D D1 B2 2B 58 16.000000 15.828125 0.171875
CC 51 48 3B B4 D1 46 CE CC E9 -72.000000 -78.125000 6.125000
49 BE 49 4D 45 48 50 D1 AE D6 -14.000000 -15.312500 1.312500
4C 2A 52 4E D1 4F C9 C9 4D EF -120.000000 -121.656250 1.656250
47 CB CB B7 46 BC 4D D1 CF D6 -14.000000 -13.437500 0.562500
4B C4 42 28 D0 D1 51 4A C2 47 3.750000 4.250000 0.500000
CE 52 4C AC 3B 4E AD C8 C9 65 52.000000 54.937500 2.937500
50 CD 38 C5 3D 51 44 49 49 E5 -52.000000 -52.625000 0.625000
42 AC D1 CD C3 D1 CB 42 46 60 32.000000 33.250000 1.250000
51 CC C3 C8 43 BF A8 4B 46 59 18.000000 18.187500 0.187500
C6 2B D1 B9 BA CB BD 4F 4C 56 14.000000 14.671875 0.671875
BC CF BD CE BB 48 D1 4C C7 E7 -60.000000 -59.062500 0.937500
4C D2 4D 47 51 D1 50 C0 CC 74 192.000000 182.500000 9.500000
CA C2 4E D1 C3 CC BB 50 43 E4 -48.000000 -50.125000 2.125000
D1 49 B9 CB C7 CA CA 4D D1 DE -28.000000 -27.875000 0.125000
4B 43 49 50 51 34 AF C3 50 60 32.000000 35.453125 3.453125
D0 D0 A9 4B 4B 50 4F 50 C9 E8 -64.000000 -70.609375 6.609375
C9 51 D0 C3 C0 36 CE 50 52 66 56.000000 60.875000 4.875000
29 50 B6 B7 44 C4 C3 C9 BA D9 -18.000000 -17.781250 0.218750
D1 49 CF 4F CB 4A 51 CB A6 E1 -36.000000 -36.968750 0.968750
CF 41 4A CA 48 4F D0 D0 51 C8 -4.000000 -4.125000 0.125000
C8 CE 51 CC BA CD D0 C9 CE B8 -1.000000 -1.500000 0.500000
4F CE 40 C4 CA 37 50 C6 49 D6 -14.000000 -13.062500 0.937500
B3 C5 C9 BE BE 4F 45 3B C2 E3 -44.000000 -42.703125 1.296875
CB CC D0 4B D0 BA C6 51 46 70 128.000000 132.500000 4.500000
CE 50 52 C2 4C CF BD CF 3E EC -96.000000 -97.750000 1.750000
C6 4C 49 44 C9 4F 4A 48 41 6C 96.000000 97.500000 1.500000
46 BC B2 2C 31 D2 52 AC 50 59 18.000000 18.578125 0.578125
CF 4C 40 B9 BC C9 49 4D 47 D2 -10.000000 -10.312500 0.312500
B4 D0 D2 C2 51 D0 C9 C6 1B 6E 112.000000 111.085938 0.914062
4C D1 C7 4C C7 C4 4A 44 C9 C0 -2.000000 -0.750000 1.250000
D1 D1 51 51 C4 D1 BE 50 CC 72 160.000000 158.250000 1.750000
2D 45 4F D1 4E 52 D1 51 C8 EF -120.000000 -117.156250 2.843750
D0 4E 51 4D 3E 4A 44 C5 52 62 40.000000 36.875000 3.125000
49 49 3F 49 CB 49 4A CA 50 D2 -10.000000 -9.625000 0.375000
45 BC 50 3F 4C CF 4B CD 35 68 64.000000 63.375000 0.625000
4A 4F 52 D0 A1 4B 51 51 BC 66 56.000000 57.046875 1.046875
49 CB C8 4A D1 CF 47 BF BF DE -28.000000 -25.500000 2.500000
48 50 B1 D2 C6 50 D1 3D C1 61 36.000000 36.562500 0.562500
51 41 C9 49 CC 4E 51 B9 50 EA -80.000000 -75.812500 4.187500
4E 52 4B CD 35 CE BB CF 50 D7 -15.000000 -15.125000 0.125000
45 CA CB 48 AC 3F C1 D0 50 DB -22.000000 -22.218750 0.218750
4F 4B 4E 44 C2 4E 44 4E BA 67 60.000000 60.500000 0.500000
D1 BA B6 D0 3A C3 CD 34 D0 D8 -16.000000 -16.125000 0.125000
52 3A CC CE 3E B1 49 C0 4F 53 11.000000 11.296875 0.296875
B0 43 C6 48 CA 52 42 CD B8 CC -6.000000 -5.750000 0.250000
C1 4A 4E CC 47 D2 CC D1 51 E0 -32.000000 -37.437500 5.437500
C5 45 C8 CE 47 52 40 CB 45 66 56.000000 54.062500 1.937500
B9 C4 C9 4C D1 D2 40 42 C7 63 44.000000 42.375000 1.625000
D0 D2 CA 4F D1 52 3C 47 CF D8 -16.000000 -14.875000 1.125000
C0 D0 C8 D0 4E C0 4D D1 96 64 48.000000 47.945312 0.054688
D1 52 D1 12 C9 CD BF 49 CF D7 -15.000000 -14.949219 0.050781
CD CF 43 42 D1 4B 4E AE 4D 62 40.000000 41.906250 1.906250
C7 4D 48 D1 45 A8 4D 38 4C 51 9.000000 9.187500 0.187500
4B 48 31 C8 C9 2A D0 C9 3F CC -6.000000 -8.125000 2.125000
51 52 52 BB 46 CC C5 D0 CB E5 -52.000000 -55.500000 3.500000
C8 D2 40 50 C2 35 C8 D1 51 E8 -64.000000 -69.125000 5.125000
D1 49 AF 4B B8 D2 C1 4E CB BC -1.500000 -1.945312 0.445312
50 2A B0 C6 D2 D0 CE CC 4F E5 -52.000000 -50.500000 1.500000
29 4E A1 4A CE 43 CA C1 D2 C7 -3.750000 -3.265625 0.484375
CE 3D CF D0 D1 C3 D1 CB 48 73 176.000000 174.031250 1.968750
C8 C5 CC 4C CD C6 49 B8 C8 B8 -1.000000 0.375000 1.375000
C6 CE D2 49 C4 2B 38 CC CA E0 -32.000000 -33.906250 1.906250
32 43 B9 B7 BC 49 D2 CE C7 5D 26.000000 25.500000 0.500000
4B D1 49 C9 4A B9 CE 52 AE E1 -36.000000 -39.312500 3.312500
C0 38 B4 4A C5 31 C6 C9 4F C9 -4.500000 -5.312500 0.812500
52 CD 4E 41 CA 42 3F 52 CA E1 -36.000000 -35.625000 0.375000
4F 0F CA D1 CD 30 CF C2 C7 50 8.000000 7.514648 0.485352
36 3D 4E B9 2E C9 50 D1 CB 66 56.000000 53.695312 2.304688
CE C7 51 D0 BD 4E 3C 4D 47 E4 -48.000000 -49.625000 1.625000
CF 50 51 C3 23 41 A1 50 49 C0 -2.000000 -2.054688 0.054688
4C BF 49 D2 4A 4E 38 50 4F E6 -56.000000 -51.125000 4.875000
45 B0 CE D1 2D D0 49 3E 4E E1 -36.000000 -34.929688 1.070312
42 C8 4D 4C A9 BB CA D0 AF EA -80.000000 -76.171875 3.828125
49 D1 CA 49 C5 CC CA 43 BA 6A 80.000000 75.500000 4.500000
4E CB CD 50 2E 3C 4C BA CD E8 -64.000000 -60.687500 3.312500
1C 44 52 42 D1 D1 52 C9 4C 69 72.000000 66.906250 5.093750
50 CC 42 51 4E CD 51 CD B9 67 60.000000 57.875000 2.125000
41 D1 3D 48 3D 39 D1 C3 43 DE -28.000000 -29.343750 1.343750
42 43 4E D1 D1 CC 45 52 3A EE -112.000000 -105.000000 7.000000
CA 3B B7 CA BA C4 35 48 C8 DB -22.000000 -22.636719 0.636719
D0 2B B1 47 CB 2A 4A D2 CA BC -1.500000 -1.205078 0.294922
4C 4C 15 2D 41 C3 C2 40 42 24 0.187500 0.185547 0.001953
B6 C5 49 CE 39 C2 4D CA 4A 69 72.000000 76.390625 4.390625
BB CE C0 48 C4 C9 C6 D0 CC 48 4.000000 4.625000 0.625000
2A C6 43 51 41 C8 51 BC 52 61 36.000000 35.953125 0.046875
50 D1 BB 4F CD C9 D1 D2 52 E8 -64.000000 -64.125000 0.125000
D2 3E 41 CF C8 CA CF 4B 48 DB -22.000000 -22.875000 0.875000
4B 3C 51 C3 B5 B8 BE CF 4D 4B 5.500000 5.406250 0.093750
B9 D2 D1 D2 B8 CA C8 3A D0 68 64.000000 66.625000 2.625000
40 B5 3F 43 C0 42 D2 4E 4B B4 -0.750000 -0.031250 0.718750
CA 4C 48 31 45 9B 44 AE B9 CC -6.000000 -6.136719 0.136719
4B 3E C9 CE D0 CC D0 C0 49 C0 -2.000000 0.000000 2.000000
4A 41 42 D1 A6 45 4B 42 CC D0 -8.000000 -8.531250 0.531250
4C 48 50 C3 C3 CD 31 D1 42 D3 -11.000000 -10.750000 0.250000
D0 52 CB 49 2E AB 4C CF 4F E8 -64.000000 -66.187500 2.187500
CE AF 48 34 2F 4E CE 51 35 DD -26.000000 -27.000000 1.000000
3C 43 CD CF 49 D0 CD CF BF 6A 80.000000 81.375000 1.375000
3A C1 48 CF 4B C4 CC B7 4F 44 3.000000 4.156250 1.156250
49 47 D1 B9 45 4D BA 4E 3F 63 44.000000 44.250000 0.250000
C8 D1 CD 50 C4 1B 4A 3C 4A CC -6.000000 -4.273438 1.726562
B9 48 CE C8 42 48 D0 51 C9 5E 28.000000 28.687500 0.687500
4E 50 C3 B1 44 CF CE CD BD D8 -16.000000 -17.718750 1.718750
48 C3 4B 42 47 C3 52 39 46 6A 80.000000 83.875000 3.875000
3F C5 50 C4 D1 51 40 49 4F E1 -36.000000 -36.125000 0.125000
CA 4F C5 CF C0 3C 4E 41 41 D8 -16.000000 -16.125000 0.125000
CF C6 D2 CE 4C 45 C2 CB 4F 56 14.000000 14.625000 0.625000
CF 51 49 B2 C7 C0 D1 52 CF E4 -48.000000 -44.125000 3.875000
CD CF C9 D1 CC B3 4B C1 4A 63 44.000000 44.656250 0.656250
B7 C2 40 51 4C 2C D1 CB 51 E8 -64.000000 -65.062500 1.062500
39 D1 C9 4D 49 BB 44 51 C7 67 60.000000 58.687500 1.312500
51 3A C3 3F CF 38 51 CA 4F EC -96.000000 -92.875000 3.125000
2D 44 C6 3C CF 50 4E 45 D2 D1 -9.000000 -8.671875 0.328125
CD 4A 41 B0 CE CB C9 4D D2 CA -5.000000 -5.375000 0.375000
4A D0 52 4C 3F 4C 47 41 B1 53 11.000000 11.812500 0.812500
48 4F 4E 44 4B CF 4D CC D0 D8 -16.000000 -14.750000 1.250000
D1 51 C0 51 CB 14 CD 33 44 69 72.000000 72.109375 0.109375
C6 52 C4 51 2D BE D0 3C 41 5B 22.000000 20.828125 1.171875
B2 45 4A 49 44 CF 3B 49 50 51 9.000000 8.875000 0.125000
36 CB C9 CB D0 32 C5 C2 C9 55 13.000000 13.437500 0.437500
39 4C 4E 3E 47 D1 51 C0 CD 46 3.500000 3.218750 0.281250
29 4D 35 49 D0 4D CD 50 40 69 72.000000 72.718750 0.718750
BA 4D 47 03 CD 51 4E B6 51 6D 104.000000 101.869873 2.130127
CD D1 4D B7 4E B2 D1 52 D1 EF -120.000000 -116.750000 3.250000
B9 46 4B 4F 45 47 CE 37 46 D9 -18.000000 -18.500000 0.500000
4B 4E 51 C6 C9 42 CF CD 51 E2 -40.000000 -43.000000 3.000000
D2 B9 40 CA 4C 51 CE 4A D1 EF -120.000000 -118.125000 1.875000
52 D2 4F 4E 46 C1 D2 31 52 CE -7.000000 -3.562500 3.437500
52 48 CF D2 CC D0 50 C9 AC EE -112.000000 -107.375000 4.625000
45 CD C3 D1 31 51 35 B9 3E E4 -48.000000 -47.031250 0.968750
D0 C3 4C 52 49 41 CA 4E 4C 4C 6.000000 3.812500 2.187500
4F CF C3 B2 CD 45 A5 4F CF EB -88.000000 -84.753906 3.246094
47 50 C8 44 50 51 50 CA 4E 68 64.000000 62.000000 2.000000
C4 48 C8 C9 51 4E 3E BF CE C2 -2.500000 -4.562500 2.062500
C0 4E 4C 3B C9 4B 51 44 C1 6D 104.000000 103.375000 0.625000
3A 45 35 CE 49 48 25 CA C3 65 52.000000 51.040039 0.959961
D1 44 49 4B 4B 4B B8 42 3F DB -22.000000 -21.875000 0.125000
4D 48 CB C0 4F B1 C2 2A D2 64 48.000000 49.625000 1.625000
D0 44 50 4E 4D 49 C3 51 41 4E 7.000000 4.750000 2.250000
B9 CE 51 43 CB CA CF 43 D1 DE -28.000000 -27.750000 0.250000
C2 CA 45 52 BE CB 4E CF CC DE -28.000000 -26.375000 1.625000
CD 8C CB C9 C2 C0 BA C1 CE 5D 26.000000 26.296875 0.296875
43 51 C8 CB CA 52 3F 45 AD 66 56.000000 50.468750 5.531250
52 4D 50 50 C7 CF 3C 4D C5 DE -28.000000 -25.500000 2.500000
4A D0 4F BC 52 CA 3E 4B C6 6C 96.000000 91.375000 4.625000
CD D1 C2 C9 4A CC 10 50 C0 D9 -18.000000 -16.578125 1.421875
4D 48 4B 4C C5 4F 38 AB 4F 5A 20.000000 19.812500 0.187500
39 49 46 C5 CB A8 46 BC C9 4A 5.000000 5.312500 0.312500
CF 50 52 BE 4E 51 C7 16 30 D9 -18.000000 -17.595703 0.404297
4F 51 CE C7 51 B9 CF 52 BA 68 64.000000 71.125000 7.125000
3B 44 4A C9 D1 49 3D 4B 42 D5 -13.000000 -13.000000 0.000000
BC 52 BD 51 41 C3 46 D0 D2 EE -112.000000 -118.562500 6.562500
C8 D0 48 4C 3C CE 23 51 D0 6C 96.000000 96.687500 0.687500
4D 47 D2 43 CD C9 45 D2 D1 F0 -128.000000 -128.125000 0.125000
CC 43 CD 45 C6 43 D2 50 4E 70 128.000000 126.562500 1.437500
BF D0 4A 47 C1 48 30 C8 35 E2 -40.000000 -39.468750 0.531250
C8 41 BD AE 4E 36 CE CC 4E C8 -4.000000 -5.031250 1.031250
49 32 4E 48 50 CB 4E CB 41 68 64.000000 61.812500 2.187500
4E D1 50 4D 46 29 3A 3B 51 64 48.000000 49.906250 1.906250
B5 CA D0 CB D2 C3 C8 AA CC 64 48.000000 49.593750 1.593750
D0 50 CA 52 31 3E C6 C3 4B 49 4.500000 5.000000 0.500000
CD D1 C0 49 C7 C8 41 4A 4B 6A 80.000000 83.875000 3.875000
CD CE 4B 9E 4C CC CE 4A 50 DE -28.000000 -28.046875 0.046875
9D CB 4D 37 42 43 BD B4 49 DB -22.000000 -22.144531 0.144531
3A 4A 21 4D 4B 50 CA CC CA 38 1.000000 2.171875 1.171875
4C CA 52 D1 C9 CF 4B 4B BF 56 14.000000 14.125000 0.125000
39 D1 46 51 50 50 D1 40 D0 EB -88.000000 -84.500000 3.500000
CA CB 51 C4 52 41 21 47 90 E9 -72.000000 -72.390625 0.390625
4C 52 BB CA 4B CF 3A 51 4F EA -80.000000 -81.218750 1.218750
BC CD 48 4E CD 42 D1 CD CB EC -96.000000 -93.500000 2.500000
BB 2F 3D 4E BF B8 3A CE D2 E6 -56.000000 -54.859375 1.140625
4C 50 CD CB C1 D0 4D C6 D1 EE -112.000000 -109.500000 2.500000
C8 CE 51 C7 CA AD C6 C0 4D 48 4.000000 5.343750 1.343750
4E 42 42 CE CB C3 A2 4D D1 ED -104.000000 -100.265625 3.734375
CE 3D CD 49 23 D0 AB 4A 33 52 10.000000 11.218750 1.218750
4A B5 C9 49 50 51 BD CD D1 43 2.750000 1.750000 1.000000
