a0 a1 a2 a3 b0 b1 b2 b3 c0 sim_hex sim_val golden_val abs_error
CD 31 4C 39 51 51 50 3B 4E 3C 1.500000 3.109375 1.609375
C5 B0 46 4C 50 CC CC CD C2 EA -80.000000 -85.500000 5.500000
BE 51 BD 4B 4C 41 D0 D1 D0 E1 -36.000000 -34.750000 1.250000
BA CE 48 41 51 42 C5 4D BC DF -30.000000 -28.625000 1.375000
43 4D CB 3F CC C8 D0 4A 50 5B 22.000000 18.875000 3.125000
D0 B2 C3 3E 4F 4D 2C 45 4A E6 -56.000000 -54.406250 1.593750
51 4C CB D1 4D 4C D2 D1 4E 76 224.000000 237.500000 13.500000
44 43 50 49 C3 51 D0 CE CF EB -88.000000 -86.500000 1.500000
BE C2 4B 49 50 D1 44 4E 52 68 64.000000 66.500000 2.500000
48 BD C2 4F B8 CA 48 51 CC 66 56.000000 55.625000 0.375000
52 CA 3C 51 D1 C5 BD 4A 4B DE -28.000000 -25.687500 2.312500
C7 D1 B8 45 4E C3 4B 3C 4A 40 2.000000 2.875000 0.875000
C9 CF 41 37 CA 33 C9 B8 2E 4A 5.000000 6.718750 1.718750
C3 51 D2 48 BC 48 D1 50 50 73 176.000000 170.125000 5.875000
4A C9 B6 52 4F CB C9 D1 1D DD -26.000000 -23.710938 2.289062
51 CB D1 47 51 CC 51 D2 4F 42 2.500000 3.000000 0.500000
CB 3E 52 51 4C 48 51 4C CE 6E 112.000000 111.000000 1.000000
D2 D0 D0 CD CE CF 90 3D 4C 70 128.000000 125.687500 2.312500
B1 40 33 51 51 52 CF BC D1 D5 -13.000000 -12.718750 0.281250
4D 23 4E CF 33 31 D2 46 C4 EC -96.000000 -94.684570 1.315430
3E 50 47 51 CA 50 CD CF 47 E0 -32.000000 -32.875000 0.875000
51 4E 4E D0 46 D0 42 CB D0 5F 30.000000 29.000000 1.000000
CA D2 52 34 47 CC CE 4D D1 E1 -36.000000 -32.875000 3.125000
4A 3A D2 CE CF 50 C9 C8 CD 62 40.000000 39.000000 1.000000
13 45 CE 4C CD C4 CD C6 4C 5A 20.000000 20.470703 0.470703
41 CF 45 38 CE C9 C3 4A 4C 5A 20.000000 20.062500 0.062500
BD 4F 4E CC CF C9 C6 4C AA EA -80.000000 -82.375000 2.375000
D1 D2 35 4B CC B4 4E CE CD 5B 22.000000 22.187500 0.187500
2B CC BD 4C 4C 52 32 3D D1 E6 -56.000000 -58.203125 2.203125
44 C7 AA C4 3C CA C7 51 2C B8 -1.000000 -2.203125 1.203125
C1 50 B6 51 CE C9 4C 51 41 66 56.000000 57.750000 1.750000
CC B3 22 BA 3A CD CC C9 CF CD -6.500000 -5.843750 0.656250
C2 52 4D CE B5 44 50 4B CB 62 40.000000 40.031250 0.031250
BA C7 D2 40 CB 3F B4 D2 CE DA -20.000000 -19.656250 0.343750
50 51 51 52 CF 32 D2 3F CA F0 -128.000000 -130.625000 2.625000
52 D1 48 BB C3 50 CD CB C9 EF -120.000000 -122.437500 2.437500
CA D0 4F 4F C8 49 C3 CF 51 EB -88.000000 -83.875000 4.125000
51 45 CE D1 33 D2 D2 CA 3A 6C 96.000000 89.937500 6.062500
3B BA D1 D1 4D C3 D2 C3 C6 6F 120.000000 123.625000 3.625000
BB CC CC 4B 48 CE CD CD 49 63 44.000000 44.250000 0.250000
3A 4D 48 CA 32 CC C6 CC 50 D6 -14.000000 -14.218750 0.218750
45 49 45 50 4B CC C3 35 B9 D6 -14.000000 -12.687500 1.312500
19 39 BD C1 4B 44 3B 39 51 4F 7.500000 7.996094 0.496094
C2 3C 43 A5 C9 40 52 CA 52 65 52.000000 52.765625 0.765625
52 50 48 CE D1 4F 48 51 A8 E9 -72.000000 -77.250000 5.250000
44 B8 CC CE 52 C5 D0 AC 4E 6B 88.000000 90.875000 2.875000
4E 47 51 C4 50 D2 C3 50 42 DD -26.000000 -27.750000 1.750000
D1 D1 C0 BB CE CE 45 CA BF 6F 120.000000 124.500000 4.500000
39 BF 4D 39 46 37 CF 4A D1 E5 -52.000000 -49.945312 2.054688
51 42 38 CA 49 B8 CB 4F CE D6 -14.000000 -12.000000 2.000000
0A C8 C6 10 CF 4D 47 CA 4A E0 -32.000000 -34.427734 2.427734
C8 51 C9 3D 4C C5 51 C9 4E EC -96.000000 -94.062500 1.937500
4A CC BF CB 42 4C B9 C2 4F A8 -0.250000 -0.140625 0.109375
AB CE CD 34 D2 4A CB AB 3B 4B 5.500000 5.304688 0.195312
CB 4A 3C 52 CA 46 4D D0 C4 E0 -32.000000 -28.250000 3.750000
CD D2 CF CC C9 D1 4F B7 C4 67 60.000000 65.625000 5.625000
D1 D1 B8 4C 4D 3E CB 34 18 E7 -60.000000 -64.187500 4.187500
AF CA 3B BA 4D 4E B9 D1 4D DA -20.000000 -21.843750 1.843750
52 46 CE C0 BE 46 CC 42 BE 5E 28.000000 30.000000 2.000000
D1 51 C8 D0 51 D2 D2 CA C9 EB -88.000000 -95.500000 7.500000
2E 51 52 C3 CE D2 50 BA 4D C9 -4.500000 -3.125000 1.375000
B2 C1 3D 4F 2D 52 45 49 D1 50 8.000000 7.277344 0.722656
D0 39 C5 C1 50 4F 3B 4E 4E E8 -64.000000 -68.781250 4.781250
D1 41 D2 C9 CB CC D2 C8 4A 72 160.000000 159.000000 1.000000
CC 46 4A 4E 49 44 CC D2 37 EF -120.000000 -115.562500 4.437500
D0 3A C5 CA CA C4 B9 C9 31 68 64.000000 62.968750 1.031250
B5 50 C3 CF CA BA 44 51 C1 EA -80.000000 -83.937500 3.937500
52 B7 48 D1 B5 D0 4E 51 38 E5 -52.000000 -52.625000 0.625000
37 CA 4A D1 C0 52 C6 CD B9 D6 -14.000000 -12.000000 2.000000
51 AA 3B CB D0 D0 42 D1 D2 DF -30.000000 -26.562500 3.437500
BA BB 3F 3D 52 38 CB CE 42 E0 -32.000000 -33.062500 1.062500
CB D2 3F 50 D1 CB CB 4D D1 71 144.000000 137.187500 6.812500
51 CC D0 51 4B 45 BE 49 50 6B 88.000000 92.500000 4.500000
CA D1 B9 C3 CC D0 43 43 42 6C 96.000000 93.843750 2.156250
B0 93 B4 CB C7 4B D2 52 C3 E4 -48.000000 -48.611328 0.611328
AD 51 C3 CB 51 8A 46 48 45 E0 -32.000000 -32.207031 0.207031
47 43 C4 4F D0 4F D0 CA CF DE -28.000000 -30.375000 2.375000
4E 50 CF 35 41 AE C2 4B 31 61 36.000000 36.031250 0.031250
47 3E BD 51 49 51 CC D0 C9 E1 -36.000000 -34.125000 1.875000
D0 4F 3B 45 45 49 37 C2 43 44 3.000000 3.664062 0.664062
B6 52 4D D1 50 C0 4E 44 49 C4 -3.000000 -4.000000 1.000000
40 4D D1 CA 52 49 C0 CE 46 6D 104.000000 105.750000 1.750000
B6 50 D0 C7 3D D0 49 C4 CA ED -104.000000 -95.171875 8.828125
C1 48 CE CD D1 49 CC D1 32 71 144.000000 139.375000 4.625000
C7 43 38 50 50 4E 49 CD 49 E6 -56.000000 -53.750000 2.250000
51 43 51 44 4F BD C7 4B 51 66 56.000000 54.781250 1.218750
4E 51 C6 9C B3 4A 50 41 4A 58 16.000000 16.976562 0.976562
42 D2 CD 51 3F CD 50 CC CF E2 -40.000000 -43.812500 3.812500
4B 48 3E C6 CE C1 34 C3 43 E1 -36.000000 -33.812500 2.187500
39 A9 CC 4B C5 3F 40 45 C4 C0 -2.000000 -1.308594 0.691406
C3 CD C3 4C 4D D1 4E CB C8 D8 -16.000000 -15.625000 0.375000
2E 4E D0 3A 49 50 B0 A8 4B 68 64.000000 67.156250 3.156250
4E 3C CD C6 4E CA 25 CE 47 69 72.000000 68.429688 3.570312
4D CA 46 D2 3E BD CB D2 B9 6C 96.000000 99.125000 3.125000
52 45 C7 A8 C9 4A CF C1 3B 33 0.687500 1.312500 0.625000
51 A0 B6 47 51 49 3E 49 BA 6C 96.000000 94.531250 1.468750
C2 4F D1 50 CC 51 42 49 50 6C 96.000000 104.000000 8.000000
C4 CC CA CE CD 50 B9 47 B6 E5 -52.000000 -50.000000 2.000000
3B 52 49 4D 4B 4F 4B D2 47 64 48.000000 46.062500 1.937500
CD C6 4E 50 CA D1 4F 4E D0 72 160.000000 164.500000 4.500000
51 CF 27 B9 52 47 49 CC C9 68 64.000000 65.179688 1.179688
CF 3E D0 C4 50 CD D0 3E 4C CA -5.000000 -6.625000 1.625000
49 CB 52 52 CC 4F 52 B1 40 5F 30.000000 28.125000 1.875000
CE D0 52 3A CD C9 41 D1 D2 6B 88.000000 82.750000 5.250000
49 CC 51 4A CD 47 D2 49 CE EF -120.000000 -126.250000 6.250000
51 4E D1 BC C3 D1 CC D2 D1 DC -24.000000 -27.750000 3.750000
45 CC 50 52 D0 3A CE 50 4D 00 0.000000 -3.000000 3.000000
D1 4D 4B 50 48 C4 51 3E D2 00 0.000000 -2.000000 2.000000
CD 42 43 51 4A 40 3B 4B 3F 5F 30.000000 27.656250 2.343750
51 47 CD 4C 49 CA 48 48 C8 58 16.000000 15.750000 0.250000
D0 D0 2E 3E 4F CE C9 45 C7 C9 -4.500000 -4.031250 0.468750
CA D0 4B 51 47 CB 3C 51 B7 6E 112.000000 113.562500 1.562500
44 35 38 2F 51 52 D2 CA 4F 5F 30.000000 30.281250 0.281250
CF 51 C9 42 C5 A8 C7 B8 4D 62 40.000000 43.000000 3.000000
3C A3 CE 49 CF CE 4E B8 D0 E9 -72.000000 -71.546875 0.453125
4A C1 A0 4E CF B6 4A CA 50 E8 -64.000000 -63.156250 0.843750
3A 51 4E 44 4D 3F CB 18 4C D0 -8.000000 -7.312500 0.687500
BD 50 51 D0 CA 4B 4A 3E 48 6B 88.000000 87.125000 0.875000
42 30 CA 50 CE CE 52 48 52 DE -28.000000 -29.000000 1.000000
4F D2 42 D0 4F 4A D2 4D 4A E8 -64.000000 -65.750000 1.750000
CF CC C8 51 4E CB AD 52 52 6A 80.000000 82.125000 2.125000
4C B2 CA 4E B1 51 C5 3F CE 55 13.000000 13.375000 0.375000
A9 50 4D 22 CB 19 BB D0 3D CC -6.000000 -6.453125 0.453125
CD D2 D2 CC CB 52 48 D1 CE E6 -56.000000 -57.250000 1.250000
C7 CD CF 52 CB CF 50 CE AD E6 -56.000000 -61.031250 5.031250
43 CF C9 3B 3A CB C5 C8 49 67 60.000000 58.312500 1.687500
CE 51 C0 C3 47 D2 CC 42 50 ED -104.000000 -103.125000 0.875000
D0 C9 B1 51 C1 4A C2 CF 51 E7 -60.000000 -61.593750 1.593750
4D 4B C3 51 CE 39 49 35 D0 E4 -48.000000 -52.375000 4.375000
4C 36 51 43 50 86 B4 BA CC 5E 28.000000 31.802246 3.802246
BE 51 51 CA C5 C0 C9 CD 34 DA -20.000000 -19.562500 0.437500
C7 CE C8 C0 2E CA D2 CA 44 6B 88.000000 86.359375 1.640625
D2 4E CE D1 CD C8 47 D2 CB 6C 96.000000 95.250000 0.750000
C3 49 C7 A6 3E C4 CE D2 B8 50 8.000000 9.125000 1.125000
3D C1 A4 B2 50 D2 C9 4B C8 5E 28.000000 28.906250 0.906250
4B 45 4D 51 C3 50 CF B1 BA E3 -44.000000 -44.187500 0.187500
48 C5 D1 BB D1 42 C3 4F CC E1 -36.000000 -35.687500 0.312500
51 C2 CA CD 4D 4D 51 52 8B E8 -64.000000 -67.771484 3.771484
43 47 CF 51 31 36 49 4E AF 60 32.000000 33.609375 1.609375
CE CA 48 CC CC C5 D1 D1 51 6B 88.000000 85.250000 2.750000
C3 41 32 4D C9 4E D0 CF C3 DE -28.000000 -28.375000 0.375000
B3 CF B1 CE CE 50 50 42 36 EA -80.000000 -76.312500 3.687500
D2 BB B8 47 B4 D2 4A C1 4C 58 16.000000 13.812500 2.187500
51 CE B8 B9 51 42 4A D1 AC 69 72.000000 68.250000 3.750000
C0 CA 48 4E AB BB C4 48 C8 5A 20.000000 19.562500 0.437500
49 CA 45 BE 51 CA 44 19 BB 69 72.000000 73.751953 1.751953
49 4E 36 CF 51 4E 50 CD C0 71 144.000000 143.250000 0.750000
D1 C0 4C CE BB 4B D1 B8 2F E3 -44.000000 -45.156250 1.156250
CA 30 4B D0 CC 4D CA C4 47 60 32.000000 33.500000 1.500000
4F C9 D0 CB 49 CF B2 C5 CD 6A 80.000000 83.875000 3.875000
CD 52 4C 29 49 C7 D2 D1 40 F0 -128.000000 -127.281250 0.718750
41 3D 41 21 C3 48 3E CF CA BD -1.625000 -1.804688 0.179688
CA C8 4F 35 46 D2 C2 50 D0 3C 1.500000 2.250000 0.750000
44 42 C5 48 B2 A9 51 4D CF D6 -14.000000 -13.328125 0.671875
D1 20 45 B4 4A CA 4A 38 50 DA -20.000000 -22.125000 2.125000
4B 44 C8 4F D1 3E 4A 4D 3D D7 -15.000000 -13.875000 1.125000
C2 D2 D0 0C 23 C8 42 CC D1 54 12.000000 10.429688 1.570312
C9 BB C9 D1 C0 CC CB 2C CF 60 32.000000 31.125000 0.875000
C9 4E C9 CC C1 D1 52 B7 4F EA -80.000000 -84.750000 4.750000
CA 38 CF CF C3 D0 D1 52 51 4A 5.000000 7.250000 2.250000
82 CC 4E C9 4A 24 48 50 C1 D4 -12.000000 -11.394531 0.605469
3D CB 4B 48 C7 23 37 4E 4A 60 32.000000 31.117188 0.882812
CD CE CF D1 CD 4E 49 51 CE F0 -128.000000 -128.500000 0.500000
4A 48 50 CC C1 D1 C1 D2 48 C8 -4.000000 -1.250000 2.750000
D0 CB CA 42 49 CC CC 51 CD 63 44.000000 43.000000 1.000000
49 4C D1 38 CF 50 45 3F CC DA -20.000000 -19.125000 0.875000
CB CB C9 CC CD 50 C8 52 CF E6 -56.000000 -57.750000 1.750000
20 D1 C9 D0 4F 47 4E C6 41 E0 -32.000000 -34.062500 2.062500
C1 C6 D2 48 C5 4B C1 44 49 5E 28.000000 27.062500 0.937500
31 B8 D1 52 CB D0 46 C5 C2 E7 -60.000000 -61.593750 1.593750
A4 9A 4B 3E 47 CE 33 50 35 59 18.000000 18.437500 0.437500
CE 51 C0 4E CB 4F 49 46 C8 6F 120.000000 117.500000 2.500000
4D D0 D2 C5 CE 4D 40 C5 48 ED -104.000000 -102.937500 1.062500
4E CF CC 4B C9 50 48 4C 4E E9 -72.000000 -75.500000 3.500000
D0 C0 CF 3D CC 3C C9 CD 49 69 72.000000 72.687500 0.687500
42 43 46 51 D2 AD D0 49 D1 DA -20.000000 -22.617188 2.617188
C5 B8 C8 40 D1 C2 C9 CF 44 62 40.000000 37.750000 2.250000
D0 C4 D1 D2 4B C8 D0 51 38 E4 -48.000000 -49.000000 1.000000
D2 42 D0 4B 4F C6 49 CC 3E F1 -144.000000 -151.000000 7.000000
C3 4A D2 38 BB 41 CD 29 51 6B 88.000000 89.312500 1.312500
36 CC 4A 44 D2 CF 4F D0 4B 66 56.000000 55.250000 0.750000
CE C6 2F 2E B3 CD C4 50 CF 5B 22.000000 22.156250 0.156250
91 C5 52 51 CB C8 CC D1 CE F1 -144.000000 -134.806641 9.193359
52 CF CA 45 D0 B5 B6 CE C7 EB -88.000000 -96.031250 8.031250
CA 51 D0 44 3B 37 4C D0 D2 EA -80.000000 -80.437500 0.437500
CC 43 C9 C9 4A C4 48 51 42 EC -96.000000 -94.250000 1.750000
BE 47 A0 CC BF AE C9 C9 CE 5B 22.000000 22.203125 0.203125
52 CF 4D 51 51 D1 4B 4F 4A 78 inf 265.750000 inf
CC C6 33 CA 4C D0 2C C5 51 58 16.000000 17.507812 1.507812
51 49 52 BC 36 95 D2 C6 46 EA -80.000000 -83.603516 3.603516
CD CE CB 45 4B 51 D0 30 51 E3 -44.000000 -44.125000 0.125000
C4 37 C9 CA C8 BC 46 40 52 CC -6.000000 -5.156250 0.843750
48 50 CB 4E 4B 51 49 CD C9 59 18.000000 19.250000 1.250000
CA B1 BC D2 49 38 AA CB 4C 62 40.000000 38.406250 1.593750
4F 45 CA 46 4C C8 D0 41 D1 69 72.000000 70.875000 1.125000
4A D0 D1 30 CD 4C 52 C4 4F F2 -160.000000 -164.500000 4.500000
BF 4C D0 47 3A 4C D1 D2 49 69 72.000000 72.656250 0.656250
4F D1 B8 C2 51 52 4F CE 4D D0 -8.000000 -6.000000 2.000000
4F 3B 3B B9 C9 4C C0 45 CF E2 -40.000000 -39.406250 0.593750
46 CA A5 4B D0 A9 D2 41 4F C6 -3.500000 -4.687500 1.187500
50 43 C9 49 3C 23 4F C0 50 DC -24.000000 -22.277344 1.722656
46 40 4F D0 3C D2 C4 4E CB EC -96.000000 -98.750000 2.750000
B9 51 51 CA 3D 50 C7 4D D1 CD -6.500000 -5.078125 1.421875
C9 CA 4C CD CD 8C D0 C3 CE D0 -8.000000 -7.757812 0.242188
4A C4 D0 BD CD D2 C5 50 C8 4E 7.000000 6.500000 0.500000
A0 CA 44 C2 40 4F C0 35 48 E3 -44.000000 -41.781250 2.218750
D1 51 D2 45 4F C2 1C CE BD EF -120.000000 -115.312500 4.687500
D1 BC 51 49 CD D1 51 51 C0 75 208.000000 191.500000 16.500000
CF 48 C4 BA C5 50 D0 CD CE 6A 80.000000 81.500000 1.500000
42 52 45 4A 3D 43 51 D1 CD 4E 7.000000 9.312500 2.312500
4C 48 CA 32 D0 C4 D1 CE 4E D3 -11.000000 -12.375000 1.375000
CC 51 4A 4B 51 4F CA B9 CB DC -24.000000 -23.187500 0.812500
CC D1 D1 BE B5 4C 42 46 D0 EB -88.000000 -85.750000 2.250000
47 49 3C D1 48 51 C4 4A 45 53 11.000000 9.250000 1.750000
19 CD CB 4E 3E D0 46 4F BB 6B 88.000000 83.998047 4.001953
4C 3F 49 C5 C1 C9 C8 30 36 E2 -40.000000 -40.687500 0.687500
CA AF 48 44 20 D1 4D 51 42 67 60.000000 59.093750 0.906250
49 4A CF C0 4C AF 2D 49 C9 4E 7.000000 8.109375 1.109375
C8 35 D2 3C 51 3A 4B CE 47 EC -96.000000 -96.734375 0.734375
D0 CA 48 39 BB BC C8 CC D1 D5 -13.000000 -13.250000 0.250000
2D 46 C2 4E 4A CA C6 4C 4F 63 44.000000 42.781250 1.218750
4E CE CD 42 C9 C8 48 4E 4D C9 -4.500000 -5.500000 1.000000
52 49 C9 AB 50 52 CE CC 3E 72 160.000000 160.312500 0.312500
B9 49 28 51 4F 45 CA 3E C6 58 16.000000 17.187500 1.187500
4F C2 4C 50 B0 BC C9 50 D1 5E 28.000000 28.000000 0.000000
D0 A9 C8 48 CC 40 50 4E 50 65 52.000000 51.437500 0.562500
AC D2 D2 BE 51 4E CF C9 41 53 11.000000 11.750000 0.750000
D0 42 4B 50 CA C1 D1 A9 50 D0 -8.000000 -9.375000 1.375000
C5 CA C9 D2 C8 D1 3C D0 D2 6F 120.000000 121.250000 1.250000
50 CE 48 AD 4E 4E C1 4A 52 48 4.000000 5.968750 1.968750
51 15 CF 4F CB 4B 9D D1 4D EE -112.000000 -109.458984 2.541016
52 CB 33 4A C1 41 51 C4 49 E2 -40.000000 -39.187500 0.812500
3B 45 4B 4A B2 3A 4E B3 D2 5E 28.000000 28.265625 0.265625
CB 3F AF C6 CF 50 CA 2B 34 67 60.000000 58.140625 1.859375
4A 4C 4D CD 39 49 D0 41 D2 E3 -44.000000 -44.000000 0.000000
B2 42 C5 4C 3E 41 37 C8 27 DB -22.000000 -22.281250 0.281250
B2 A8 CD CB D1 BB BB C6 4A 62 40.000000 39.156250 0.843750
4D D0 50 47 49 2F 3E B8 31 61 36.000000 36.312500 0.312500
D2 CA 42 36 BB 4F B2 D1 4F DD -26.000000 -25.687500 0.312500
51 47 50 4A 42 D0 1F D0 40 E3 -44.000000 -44.562500 0.562500
3D 1D C6 50 4C C5 4A CC CB E8 -64.000000 -61.580078 2.419922
4C CE 2C C7 4E 51 4D D1 28 58 16.000000 15.437500 0.562500
BF C7 4D 45 C2 45 41 39 46 57 15.000000 14.281250 0.718750
CE 4F C5 C7 CB D1 C9 4F C0 E4 -48.000000 -44.500000 3.500000
40 4A 4A C5 30 40 C3 C5 D0 AE -0.437500 -0.187500 0.250000
4D C6 CC 35 51 BD 47 50 CE 62 40.000000 41.187500 1.187500
4E D0 4D CD 3B 49 4F 42 52 58 16.000000 16.125000 0.125000
4C BE 4A CE C1 51 CD 49 CE ED -104.000000 -100.250000 3.750000
CD 51 34 BD D1 C0 D1 D0 4F 65 52.000000 54.250000 2.250000
4D C6 49 D0 45 CD C1 4B B9 D4 -12.000000 -11.375000 0.625000
A7 C7 4B 4E CA CD 4E CF 4B 5A 20.000000 17.046875 2.953125
D1 C6 C4 32 4A 33 D0 46 CE DF -30.000000 -28.218750 1.781250
50 2A 46 50 31 CD 3F 51 35 6A 80.000000 81.843750 1.843750
48 39 CE CA C5 4C 45 D0 BE 52 10.000000 9.250000 0.750000
4A 4F 16 BF D1 CA 51 C2 44 E9 -72.000000 -74.320312 2.320312
D2 48 CD C9 D0 CE B3 9D 50 68 64.000000 64.925781 0.925781
D1 C6 21 44 27 CB 4C CD C5 C9 -4.500000 -4.765625 0.265625
48 4A 40 48 3A 51 C5 CA 35 5C 24.000000 24.312500 0.312500
CC CD 49 D0 C9 51 CE 9A D1 E9 -72.000000 -71.375000 0.625000
D1 BC D1 B4 D1 42 48 4F B7 62 40.000000 34.687500 5.312500
CB CE 3A 4E 40 CE CD BF C1 57 15.000000 14.500000 0.500000
4B 49 C6 D2 51 44 C1 4A C7 56 14.000000 17.125000 3.125000
4C 2E 4A 4A 4F 50 CB 3E 2E 5E 28.000000 30.187500 2.187500
C3 D0 2F 4B CA CE 40 42 CC 6A 80.000000 78.437500 1.562500
D1 2F C0 51 C9 BA C4 4A 3F 6C 96.000000 92.789062 3.210938
CD 4A 4D D2 51 39 49 D0 D2 63 44.000000 46.375000 2.375000
41 4F 35 B8 3D 2A CE C5 CB BE -1.750000 -1.937500 0.187500
D2 31 CB CB C2 C3 C3 44 CD 58 16.000000 15.578125 0.421875
43 46 CC C8 BF 45 CD 41 51 64 48.000000 45.218750 2.781250
49 CD 51 48 4E 44 95 CD 4A D2 -10.000000 -9.457031 0.542969
4C CC C7 4B B7 4F 51 C9 4E ED -104.000000 -102.125000 1.875000
34 47 C8 BB C7 4C CF C0 51 67 60.000000 61.437500 1.437500
BC AA 52 4C 44 4E D1 D0 C9 F2 -160.000000 -149.187500 10.812500
CE 4F D1 D2 C7 D1 47 4B C7 F0 -128.000000 -133.750000 5.750000
50 4C 33 B0 C3 CC 52 2C D0 E6 -56.000000 -59.312500 3.312500
51 40 CF C1 CD 4F C8 CD 27 32 0.625000 1.359375 0.734375
D1 51 C2 49 41 30 4E D1 CB EA -80.000000 -79.250000 0.750000
D2 52 C9 A4 D1 48 52 D2 44 6A 80.000000 89.875000 9.875000
46 51 4D D2 D2 50 CC 51 2F EC -96.000000 -91.531250 4.468750
51 3D CA 3D D1 CE 4F C9 3B F0 -128.000000 -135.812500 7.812500
C9 AB 50 4A 4D B1 CC C9 A8 ED -104.000000 -99.806641 4.193359
D1 4A CD CD 4E 48 46 3C BA E9 -72.000000 -76.750000 4.750000
51 22 C4 51 D1 D0 44 4C C4 E0 -32.000000 -40.250000 8.250000
45 CF 40 D2 52 C4 4A 9C 43 69 72.000000 68.687500 3.312500
4A CB 52 C4 D1 43 4E D2 49 63 44.000000 44.375000 0.375000
A3 D0 D1 CB 49 51 51 CF D2 EF -120.000000 -122.523438 2.523438
4D 38 CB 50 48 52 3C CF 41 DE -28.000000 -30.000000 2.000000
4B 39 CC CE 51 D2 40 40 C3 52 10.000000 9.500000 0.500000
51 4A 45 51 CD C0 C4 CB 4E EF -120.000000 -120.750000 0.750000
4F 43 41 44 B0 48 CE 4A C7 44 3.000000 2.750000 0.250000
C2 50 44 C8 41 4D A7 44 CB 5E 28.000000 28.171875 0.171875
51 CC 3B C7 D0 CA 4C 44 51 E1 -36.000000 -36.000000 0.000000
50 D2 C3 BF CD 51 44 C6 CF F2 -160.000000 -151.187500 8.812500
CC CD CD CC BC 42 36 BC 4E 44 3.000000 3.062500 0.062500
B6 BE C6 52 42 47 51 45 41 CF -7.500000 -5.500000 2.000000
CF 51 C8 44 4A CB 43 4D C6 EA -80.000000 -82.000000 2.000000
CB 40 4F C8 50 CD 48 4F 4F E4 -48.000000 -49.500000 1.500000
CF C5 BF BF 40 C9 CF CC 3F 5E 28.000000 26.812500 1.187500
36 CA 4A 48 D1 4C CD CE 46 EC -96.000000 -94.875000 1.125000
3B 49 4C CE C9 C6 B2 3A 49 DF -30.000000 -29.937500 0.062500
52 D0 CC BD 2B 4B BC C6 C6 DF -30.000000 -29.375000 0.625000
4D 2C D0 4F 44 50 CD B6 C3 68 64.000000 65.187500 1.187500
2B 4F D1 CB 52 BB 4C 38 50 E6 -56.000000 -58.375000 2.375000
4A 4D 40 4E 3F B8 3E CA D0 E1 -36.000000 -36.625000 0.625000
CB C5 C0 3C 4D B5 CC BB D1 DF -30.000000 -32.171875 2.171875
4D 3D 37 CB 4B 3B 4F C5 C2 67 60.000000 60.390625 0.390625
3E 4E 37 B7 CD 4F 4D C9 51 67 60.000000 60.437500 0.437500
C5 C1 C7 47 4E 51 CC D1 C2 E7 -60.000000 -56.750000 3.250000
D0 44 2D 50 C4 D1 B3 32 CB C8 -4.000000 -3.779297 0.220703
D1 D0 D1 40 C8 CF CF AA D0 72 160.000000 154.875000 5.125000
4D 4A 45 CB CA 3E C9 49 50 E6 -56.000000 -55.125000 0.875000
4A 51 D2 52 50 D1 C7 4D D2 65 52.000000 51.500000 0.500000
4A 3A 4D 50 52 48 3A 49 CF 6C 96.000000 91.625000 4.375000
3A 50 C3 C8 42 4F D2 3C C9 6A 80.000000 80.125000 0.125000
C7 B3 C8 C9 3A 28 CF 51 38 D6 -14.000000 -14.359375 0.359375
D1 4E 21 C6 CA 2E 40 CC 48 69 72.000000 73.343750 1.343750
BA 50 51 CB 48 45 B7 27 41 57 15.000000 13.523438 1.476562
D2 48 2D 33 4E D1 35 43 D0 EE -112.000000 -111.779297 0.220703
C4 C5 D0 44 29 C7 50 40 C9 E4 -48.000000 -51.156250 3.156250
86 37 D1 51 CB CF C1 C6 40 D8 -16.000000 -16.216797 0.216797
D1 C8 4D 4F C5 49 39 D0 51 DF -30.000000 -32.437500 2.437500
3C 45 42 CC 51 C8 4B CE C9 65 52.000000 51.750000 0.250000
D0 92 CA D1 24 51 C9 BE 50 63 44.000000 44.398438 0.398438
47 52 D0 51 D0 C9 0D 4A CB E1 -36.000000 -35.703125 0.296875
C4 CF 4E 51 4A BE 4A D0 C8 E3 -44.000000 -42.875000 1.125000
D1 CD 2E C4 D2 3D 52 C6 BE 6C 96.000000 92.562500 3.437500
31 47 D2 49 41 29 51 CA D0 EF -120.000000 -118.179688 1.820312
D0 C1 45 CF 4B 3B B9 BD 4E E0 -32.000000 -31.562500 0.437500
D2 C4 CA 3F B3 C9 C7 CF 2D 5D 26.000000 25.468750 0.531250
47 CF 47 B6 D0 C9 4E BA B0 60 32.000000 30.593750 1.406250
B9 C9 40 C4 C4 CA D1 3D CF CA -5.000000 -4.500000 0.500000
C7 CB C9 50 D0 31 CD 46 50 6C 96.000000 92.156250 3.843750
44 4F BB 51 47 4A 3A 44 45 6A 80.000000 77.281250 2.718750
46 4A 42 34 3C 1C CB 4E D1 D3 -11.000000 -11.781250 0.781250
51 4F BF 43 D0 45 44 CD 4C E7 -60.000000 -65.125000 5.125000
C8 50 CF C9 52 CC 36 B1 C5 ED -104.000000 -95.281250 8.718750
B9 49 CE C8 49 D1 50 42 BF EE -112.000000 -113.437500 1.437500
51 BA 51 CB D0 49 4B C4 CB DC -24.000000 -17.125000 6.875000
4B CE C9 43 4B 48 4B CC CC E3 -44.000000 -45.000000 1.000000
D1 51 51 CE BE C9 50 C8 4A 6A 80.000000 80.250000 0.250000
